date,R01_rate_usd_mt,R02_rate_usd_mt,R03_rate_usd_mt,R04_rate_usd_mt,R05_rate_usd_mt,R06_rate_usd_mt,R07_rate_usd_mt,R08_rate_usd_mt,R09_rate_usd_mt,R10_rate_usd_mt,R11_rate_usd_mt,R12_rate_usd_mt,R13_rate_usd_mt,R14_rate_usd_mt,R15_rate_usd_mt,R16_rate_usd_mt,R17_rate_usd_mt,R18_rate_usd_mt,R19_rate_usd_mt,R20_rate_usd_mt
2024-02-12,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,7.69,10.4,5.12,4.72,3.28,5.4
2024-02-13,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,7.39,10.4,5.12,4.72,3.28,5.4
2024-02-14,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,6.89,10.4,5.12,4.72,3.28,5.4
2024-02-15,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,6.55,10.4,5.12,4.72,3.28,5.4
2024-02-16,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,6.32,10.4,5.12,4.72,3.28,5.4
2024-02-17,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.96,10.4,5.12,4.72,3.28,5.4
2024-02-18,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-19,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-20,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-21,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-22,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-23,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-24,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-25,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-26,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-27,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-28,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-02-29,5,4.8,4.72,4.6,3.4,3.92,3.68,5.8,5.6,5.52,5.4,8.8,9,6,5.92,10.4,5.12,4.72,3.28,5.4
2024-03-01,5,5.11,5.03,4.72,3.45,3.97,3.75,5.96,5.83,5.52,5.63,9.34,9.69,6.22,6.02,11.17,5.12,4.8,3.28,5.65
2024-03-02,5.12,5.32,5.21,4.85,3.61,4.08,3.79,6.26,6.2,5.61,5.77,9.3,9.86,6.26,6.22,11.52,5.38,4.78,3.42,5.8
2024-03-03,5.51,5.49,5.35,4.93,3.83,4.25,3.86,6.42,6.52,5.69,5.95,9.73,10.14,6.64,6.4,12.09,5.65,4.75,3.5,5.98
2024-03-04,5.8,5.82,5.36,5.08,3.82,4.47,4.02,6.68,6.78,5.96,6.11,9.89,10.59,6.81,6.7,12.07,5.8,4.95,3.7,6.38
2024-03-05,5.72,5.98,5.43,5.3,3.98,4.49,4.11,7.09,6.74,6.23,6.2,10.01,10.94,6.94,6.88,12.71,6.02,5.07,3.83,6.67
2024-03-06,5.97,6.14,5.64,5.41,4.09,4.67,4.2,7.22,6.99,6.37,6.48,10.43,10.86,7.17,6.94,13.52,6.05,5.19,3.94,6.61
2024-03-07,6.07,6.21,5.89,5.48,4.13,4.61,4.45,7.61,7.23,6.78,6.9,10.33,10.85,7.1,7.07,13.97,6.22,5.36,4.02,6.95
2024-03-08,6.21,6.13,6.01,5.42,4.07,4.59,4.7,7.83,7.68,6.99,7.25,10.52,11.23,7.29,7.2,14.26,6.44,5.34,4.12,7.06
2024-03-09,6.39,6.26,5.95,5.55,4.19,4.61,4.91,8.11,7.63,7.32,7.67,10.44,11.93,7.49,7.54,14.67,6.45,5.72,4.12,7.29
2024-03-10,6.72,6.39,6.15,5.77,4.33,4.91,5.15,8.24,7.66,7.47,7.69,10.77,12.09,7.64,7.75,14.56,6.48,5.77,4.24,7.26
2024-03-11,6.95,6.54,6.31,5.87,4.34,4.95,5.28,5.82,7.84,7.76,7.59,10.68,12.36,8.03,7.96,15.22,6.47,5.96,4.45,7.45
2024-03-12,7.27,6.85,6.25,6.17,4.49,5.25,5.57,6.09,7.73,7.96,7.78,10.83,12.33,7.95,8.38,15.06,6.68,5.96,4.45,7.77
2024-03-13,7.3,6.99,6.53,6.48,4.75,5.52,5.84,6.21,7.95,7.94,7.96,11.01,12.81,8.05,8.65,15.49,6.88,6.12,4.69,7.93
2024-03-14,7.47,6.96,6.87,6.68,5.01,5.67,5.86,6.15,8.16,8.34,8.4,11.13,12.94,8.18,9.05,15.69,7.28,6.2,4.78,8.12
2024-03-15,7.62,7.18,7.25,6.83,5.01,5.74,5.84,6.3,8.29,8.25,8.48,11.56,13.26,8.66,9.52,15.89,7.19,6.32,4.79,7.98
2024-03-16,7.8,7.36,7.5,6.77,5.27,5.79,6.11,6.33,8.53,8.15,8.63,11.4,13.27,8.58,9.7,16.35,7.44,6.29,4.96,8.14
2024-03-17,8.14,7.33,7.61,6.87,5.28,6.05,6.22,6.74,8.77,8.28,8.64,11.73,16.47,8.92,9.9,16.99,7.38,6.31,5.15,8.51
2024-03-18,8.4,7.66,7.51,6.86,5.47,6.15,6.37,6.97,8.71,8.34,8.53,11.87,16.27,9.22,10.21,17.85,7.5,6.5,5.38,8.88
2024-03-19,8.45,7.87,7.53,7.06,5.42,6.26,6.32,6.96,8.63,8.45,8.75,12,16.92,9.63,10.07,17.95,7.84,6.56,5.28,8.8
2024-03-20,8.82,7.76,7.67,6.99,5.37,6.15,6.4,7.32,12.51,8.84,9.05,11.87,16.71,10.1,10.21,18.81,8.15,6.67,5.2,8.77
2024-03-21,8.66,7.75,7.9,7.15,5.65,6.08,6.48,7.53,12.24,9.21,8.96,12.36,16.42,9.92,10.43,18.57,8.02,6.87,5.14,8.91
2024-03-22,8.71,8.1,8.01,7.35,5.69,6.06,6.76,7.75,12.3,9.3,8.95,12.88,16.33,10.08,10.86,18.41,8.18,6.98,5.16,9.02
2024-03-23,9.02,8.38,8.32,7.26,5.89,6.28,6.76,7.82,12.18,9.51,9.07,13.11,16.88,9.97,10.78,18.68,8.43,6.91,5.1,9.44
2024-03-24,9.15,8.39,8.56,7.47,6.04,6.47,6.91,7.97,12.6,9.37,9.22,13.12,17.3,10.32,10.89,19.27,8.57,7.03,5.36,9.85
2024-03-25,9.28,8.66,8.94,7.65,6.24,6.36,7,8.28,12.63,9.53,9.37,13.35,17.75,10.81,11.2,19.13,8.51,7.19,5.46,10.28
2024-03-26,9.1,8.8,8.93,7.57,6.29,6.41,7.22,8.5,12.45,9.68,9.49,14.02,18.04,10.86,11.45,19.02,8.57,7.42,5.43,10.09
2024-03-27,9.48,8.64,9.05,7.88,6.46,6.64,7.33,8.6,12.82,9.54,9.74,14.49,18.26,11.11,11.57,19.52,8.68,7.65,5.5,10.03
2024-03-28,9.41,8.75,9.27,8.26,6.45,6.54,7.19,8.55,13.01,9.61,9.73,14.71,18.01,11.44,11.85,19.98,8.79,7.6,5.63,10.41
2024-03-29,9.82,8.85,9.25,8.22,6.36,6.66,7.32,9,13.43,9.79,9.96,15.17,17.82,11.33,12.28,20.74,8.78,7.85,5.63,10.48
2024-03-30,10.2,8.67,9.23,8.32,6.29,6.84,7.5,9.27,13.19,9.86,10.09,15.76,17.84,11.52,12.31,20.68,8.94,7.86,5.65,10.75
2024-03-31,10.17,8.51,9.11,8.37,6.22,6.8,7.56,9.38,13.07,10.14,10.04,16.47,18.58,11.92,12.22,20.59,8.83,8.24,5.82,10.91
2024-04-01,11.05,9.75,10.19,9.34,7.13,7.76,8.23,10.59,14.87,11.49,11.16,18.14,20.18,13.36,13.45,23.46,9.83,9.19,6.63,11.9
2024-04-02,12.13,10.75,11.36,10.31,7.8,8.86,9.06,11.88,16.8,12.52,12.31,20.05,23.02,14.57,15.32,26.61,10.75,10.42,7.51,13.08
2024-04-03,13.15,11.61,12.74,11.64,8.85,9.86,9.84,12.95,18.34,14.18,13.51,22.39,25.68,15.69,16.69,29,11.6,11.74,8.53,14.63
2024-04-04,14.79,12.81,13.96,12.8,9.83,10.64,10.95,14.43,20.5,15.83,15.04,25.22,28.76,17.21,18.81,31.83,13.14,12.79,9.27,16.33
2024-04-05,16.05,14.49,15.08,13.91,10.72,11.54,12.16,16.05,22.1,17.6,16.82,27.64,32.43,18.65,20.89,35.32,14.17,14.45,10.03,18.47
2024-04-06,17.24,15.58,16.81,15.05,12.03,12.53,13.09,17.98,24.86,19.84,18.87,29.71,36.41,20.24,22.49,38.13,15.84,15.62,10.77,20.03
2024-04-07,18.55,16.76,18.08,16.45,13.51,14.06,14.69,19.3,26.73,22.2,21.05,32.17,40.48,22.8,25.04,42.28,17.27,16.8,11.6,21.76
2024-04-08,20.88,18.2,19.51,17.64,15.12,15.74,15.86,21.75,28.85,24.9,23.68,36.13,45.3,24.64,26.93,45.33,19.3,18.08,12.47,23.36
2024-04-09,23.17,19.71,21.91,19.65,16.93,16.93,17.59,23.35,32.08,30.99,25.56,40.53,50.55,27.45,30.08,50.39,20.79,20.26,13.47,25.11
2024-04-10,25.67,21.38,24.35,21.83,18.13,18.92,18.91,26.25,35.57,33.5,27.49,43.94,56.16,29.63,33.48,61.03,23.04,21.86,14.48,27.11
2024-04-11,27.6,23.7,26.22,23.37,20.21,17.84,20.32,29.32,39.62,35.93,29.53,47.29,60.27,33.2,35.87,65.4,24.93,24.39,15.66,30.17
2024-04-12,29.85,25.63,29.05,25.9,21.61,19.94,22.66,31.52,42,39.8,31.85,52.67,67.26,36.87,38.59,70.02,26.91,27.13,17.49,33.74
2024-04-13,32.15,28.56,32.46,28.82,23.32,21.38,24.4,34.9,42,41.4,35.27,58.31,67.5,40.98,41.5,75.52,28.92,30.06,18.87,37.65
2024-04-14,34.58,30.69,34.97,31.91,24.94,23.9,27.09,38.79,42,41.4,39.23,64.66,67.5,43.95,44.4,78,31.21,32.41,21,40.5
2024-04-15,37.27,34,35.4,34.19,25.5,25.63,27.6,43.04,42,41.4,40.5,66,67.5,45,44.4,78,34.86,34.83,23.29,40.5
2024-04-16,37.5,36,35.4,34.5,25.5,27.49,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-17,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-18,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-19,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-20,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-21,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-22,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-23,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-24,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-25,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-26,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-27,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-28,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-29,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-04-30,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-01,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-02,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-03,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-04,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-05,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-06,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-07,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-08,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-09,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-10,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-11,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-12,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-13,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-14,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-15,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-16,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-17,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-18,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-19,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-20,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-21,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-22,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-23,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-24,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-25,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-26,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-27,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-28,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-29,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-30,37.5,36,35.4,34.5,25.5,29.4,27.6,42.18,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-05-31,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-01,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-02,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-03,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-04,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-05,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-06,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-07,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-08,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-09,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-10,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-11,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-12,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-13,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-14,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-15,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-16,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-17,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-18,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-19,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-20,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-21,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-22,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-23,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-24,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-25,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-26,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-27,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-28,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-29,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-06-30,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-01,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-02,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-03,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-04,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-05,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-06,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-07,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-08,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-09,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-10,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-11,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-12,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-13,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-14,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-15,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-16,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-17,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-18,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-19,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-20,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-21,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-22,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-23,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-24,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-25,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-26,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-27,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-28,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-29,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-30,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-07-31,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-01,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
