date,bdi,bci_capesize,bpi_panamax,bsi_supramax,bhsi_handysize,vlsfo_usd_mt,mgo_usd_mt
2024-12-01,1483,2177,1802,1508,1004,601.72,842.15
2024-12-02,1490,2162,1804,1497,1002,597.9,845.74
2024-12-03,1498,2165,1824,1484,1000,596.27,842.12
2024-12-04,1512,2187,1818,1483,1001,598.42,841.05
2024-12-05,1523,2174,1800,1479,1001,598.32,843.96
2024-12-06,1531,2192,1813,1471,1004,596.34,845.49
2024-12-07,1512,2213,1802,1462,995,599.64,841.55
2024-12-08,1496,2231,1798,1465,996,603.59,838.26
2024-12-09,1514,2229,1785,1460,1006,606.97,842.3
2024-12-10,1517,2224,1796,1475,999,608.67,843.55
2024-12-11,1503,2205,1797,1479,1007,607.92,840.57
2024-12-12,1505,2189,1785,1476,1009,603.91,836.38
2024-12-13,1488,2173,1765,1477,1011,605.68,839.07
2024-12-14,1481,2156,1773,1490,1015,603.92,838.34
2024-12-15,1482,2184,1767,1483,1015,607.07,841.67
2024-12-16,1503,2186,1781,1497,1010,605.22,841.04
2024-12-17,1507,2162,1768,1501,1005,602.31,839.26
2024-12-18,1491,2184,1761,1500,996,598.39,839.42
2024-12-19,1488,2177,1747,1506,1002,598.8,835.16
2024-12-20,1482,2163,1728,1498,998,597.19,839.43
2024-12-21,1468,2185,1743,1489,994,600.59,835.41
2024-12-22,1465,2161,1739,1496,1003,600.36,834.25
2024-12-23,1450,2163,1747,1504,1009,603.74,837.68
2024-12-24,1464,2183,1736,1511,1009,604.06,837.28
2024-12-25,1482,2198,1735,1522,1012,600.83,838.25
2024-12-26,1491,2175,1728,1532,1016,604.08,837.45
2024-12-27,1498,2160,1711,1525,1010,602.22,835.5
2024-12-28,1503,2145,1706,1523,1017,605.3,833.01
2024-12-29,1514,2124,1720,1510,1009,602.18,832.58
2024-12-30,1535,2133,1742,1503,1015,598.25,828.34
2024-12-31,1517,2154,1739,1505,1012,600.95,832.34
2025-01-01,1500,2132,1728,1490,1009,604.71,831.86
2025-01-02,1507,2156,1712,1492,1019,606.55,835.75
2025-01-03,1499,2136,1736,1499,1022,609.43,831.42
2025-01-04,1508,2146,1730,1493,1019,608.62,834.06
2025-01-05,1495,2125,1749,1487,1011,611.89,834.31
2025-01-06,1487,2140,1753,1497,1006,610.93,831.06
2025-01-07,1486,2139,1739,1487,1004,610.95,836.03
2025-01-08,1493,2147,1729,1481,1003,611.08,839.05
2025-01-09,1510,2167,1747,1467,1000,607.81,834.61
2025-01-10,1528,2195,1732,1453,993,604.93,831.58
2025-01-11,1515,2206,1729,1452,987,606.12,832.61
2025-01-12,1527,2220,1733,1440,996,607.35,832.07
2025-01-13,1526,2221,1740,1452,993,603.99,832.61
2025-01-14,1525,2244,1748,1458,986,605.86,827.89
2025-01-15,1537,2220,1757,1466,995,607.11,829.54
2025-01-16,1527,2213,1753,1468,987,604.35,828.18
2025-01-17,1517,2210,1775,1469,989,608.1,832.72
2025-01-18,1529,2235,1773,1469,985,611.61,830.15
2025-01-19,1518,2213,1772,1468,988,610.95,827.66
2025-01-20,1505,2223,1770,1482,987,613.6,827.6
2025-01-21,1508,2238,1761,1491,978,612.32,824.38
2025-01-22,1508,2227,1761,1478,974,610.38,821.38
2025-01-23,1505,2212,1777,1466,977,612.68,826.46
2025-01-24,1496,2200,1759,1465,973,609.82,828.3
2025-01-25,1505,2192,1741,1462,974,612.27,832.43
2025-01-26,1499,2179,1756,1476,970,614.07,833.83
2025-01-27,1485,2163,1769,1464,965,614.48,832.97
2025-01-28,1501,2169,1765,1472,959,615.74,829.5
2025-01-29,1499,2178,1783,1464,951,614.61,832.04
2025-01-30,1504,2163,1767,1461,948,611.89,833.4
2025-01-31,1513,2176,1746,1453,955,612.28,831.59
2025-02-01,1517,2179,1729,1464,964,614.77,829.35
2025-02-02,1523,2201,1728,1468,960,611.48,831.79
2025-02-03,1522,2178,1739,1460,960,610.06,836.76
2025-02-04,1530,2195,1759,1446,951,612.95,839.82
2025-02-05,1543,2202,1758,1447,957,616.79,844.54
2025-02-06,1559,2175,1767,1450,961,617.88,847.45
2025-02-07,1543,2190,1747,1444,961,618.8,847.13
2025-02-08,1537,2217,1731,1452,965,622.09,846.68
2025-02-09,1541,2205,1745,1439,974,620.12,846.21
2025-02-10,1548,2227,1745,1440,981,618.73,845.97
2025-02-11,1566,2219,1744,1434,977,615.11,849.62
2025-02-12,1558,2245,1768,1445,980,616.06,854.33
2025-02-13,1567,2223,1769,1446,986,617.86,853.95
2025-02-14,1565,2198,1761,1461,994,618.46,854.89
2025-02-15,1574,2202,1782,1454,994,616.24,856.77
2025-02-16,1572,2201,1774,1442,1003,613.76,857.49
2025-02-17,1560,2183,1788,1441,1008,612.26,861.71
2025-02-18,1545,2153,1767,1446,1011,608.72,862.64
2025-02-19,1531,2164,1747,1438,1015,609.54,863.71
2025-02-20,1536,2135,1727,1440,1018,609.33,866.9
2025-02-21,1535,2109,1710,1453,1016,612.55,865.83
2025-02-22,1522,2127,1716,1456,1024,614.43,862.74
2025-02-23,1535,2117,1736,1450,1025,617.86,867.51
2025-02-24,1520,2145,1727,1464,1023,619.07,871
2025-02-25,1514,2134,1750,1477,1031,617.09,875.36
2025-02-26,1516,2111,1748,1467,1031,618.89,876.87
2025-02-27,1504,2084,1733,1467,1039,617.95,877.88
2025-02-28,1512,2091,1739,1459,1032,619.12,875.01
2025-03-01,1517,2087,1725,1459,1037,617.56,870.06
2025-03-02,1524,2078,1743,1448,1033,614.87,868.79
2025-03-03,1533,2052,1740,1447,1033,617.26,873.62
2025-03-04,1541,2031,1760,1454,1035,616.72,872.7
2025-03-05,1545,2003,1758,1464,1042,612.88,874.3
2025-03-06,1551,2009,1739,1451,1044,611.11,870.44
2025-03-07,1551,1983,1746,1450,1042,612.22,875.25
2025-03-08,1557,2000,1760,1438,1035,613.31,872.22
2025-03-09,1564,1976,1775,1426,1032,617,876.33
2025-03-10,1548,1969,1773,1426,1027,615.81,878.33
2025-03-11,1537,1946,1794,1430,1030,614.14,881.23
2025-03-12,1543,1958,1779,1442,1024,611.04,878.63
2025-03-13,1563,1970,1775,1430,1024,609.48,876
2025-03-14,1545,2001,1771,1422,1032,610.94,874.8
2025-03-15,1549,2015,1785,1434,1035,614.2,873.53
2025-03-16,1545,1989,1792,1437,1038,612.98,875.09
2025-03-17,1542,2005,1779,1438,1042,610.75,874.39
2025-03-18,1543,2028,1762,1438,1046,610.24,877.74
2025-03-19,1544,2015,1756,1431,1038,608.33,878
2025-03-20,1541,2004,1754,1425,1038,608.03,879.13
2025-03-21,1531,2021,1736,1436,1030,609.71,874.5
2025-03-22,1523,2005,1722,1426,1036,613.47,870.61
2025-03-23,1525,2007,1714,1418,1036,610.8,869.25
2025-03-24,1532,2020,1709,1404,1027,609.24,866.96
2025-03-25,1538,1999,1733,1414,1034,611.3,863.51
2025-03-26,1557,1977,1755,1416,1034,614.84,864.07
2025-03-27,1577,1964,1746,1422,1024,613.52,868.93
2025-03-28,1587,1970,1766,1425,1027,613.36,870.38
2025-03-29,1593,1943,1758,1431,1026,610,874.31
2025-03-30,1602,1921,1755,1425,1026,610.86,870.92
2025-03-31,1615,1950,1750,1424,1033,607.08,869.45
2025-04-01,1732,2135,1910,1531,1106,604.77,866.16
2025-04-02,1750,2128,1902,1534,1107,604.27,864.54
2025-04-03,1728,2131,1879,1521,1097,607.84,863.4
2025-04-04,1727,2149,1893,1525,1102,611.4,862.88
2025-04-05,1728,2165,1902,1531,1103,610.14,864.54
2025-04-06,1736,2194,1891,1521,1111,612.1,867.38
2025-04-07,1721,2196,1878,1532,1121,612.8,862.63
2025-04-08,1714,2218,1856,1532,1123,609.24,865.14
2025-04-09,1700,2219,1839,1541,1116,608.95,863.9
2025-04-10,1684,2202,1821,1553,1120,605.46,859.25
2025-04-11,1675,2206,1838,1548,1118,606.45,863.49
2025-04-12,1657,2205,1840,1543,1121,605.06,865.23
2025-04-13,1665,2198,1836,1544,1123,603.13,860.46
2025-04-14,1647,2170,1815,1546,1121,605.88,856.62
2025-04-15,1642,2147,1810,1539,1130,603.43,854.78
2025-04-16,1641,2119,1805,1551,1140,601.33,856.22
2025-04-17,1642,2093,1795,1563,1141,598.09,851.33
2025-04-18,1654,2100,1790,1564,1146,596.43,854.28
2025-04-19,1675,2099,1788,1564,1144,595.55,853.65
2025-04-20,1677,2126,1780,1559,1147,598.74,849.31
2025-04-21,1663,2138,1791,1552,1138,602.36,849.2
2025-04-22,1648,2125,1809,1565,1134,598.61,847.27
2025-04-23,1654,2110,1827,1575,1128,596.44,850.66
2025-04-24,1653,2123,1841,1573,1131,597.95,848.24
2025-04-25,1641,2119,1827,1582,1121,600.79,853.18
2025-04-26,1653,2091,1832,1597,1121,602.27,849.34
2025-04-27,1649,2095,1835,1607,1127,601.75,844.59
2025-04-28,1649,2071,1834,1595,1137,605.16,845.3
2025-04-29,1659,2058,1820,1609,1142,606.37,840.39
2025-04-30,1643,2049,1846,1596,1136,608.82,842.55
2025-05-01,1622,2020,1863,1588,1133,612.1,842.38
2025-05-02,1626,2049,1843,1580,1140,609.72,844.97
2025-05-03,1621,2040,1827,1564,1140,611.98,848.53
2025-05-04,1636,2029,1814,1562,1131,609.93,844.71
2025-05-05,1650,2058,1809,1566,1124,610.47,845.6
2025-05-06,1650,2090,1803,1567,1123,613.77,844.03
2025-05-07,1656,2095,1823,1571,1130,613.76,848.38
2025-05-08,1648,2089,1808,1567,1134,616.23,850.76
2025-05-09,1644,2101,1794,1572,1140,614.42,849.86
2025-05-10,1638,2127,1803,1560,1136,611.88,850.16
2025-05-11,1648,2118,1793,1561,1143,608.15,851.99
2025-05-12,1657,2120,1797,1550,1133,608.84,847.83
2025-05-13,1643,2090,1809,1538,1143,610.04,844.34
2025-05-14,1660,2119,1802,1551,1147,612.9,844.65
2025-05-15,1655,2122,1797,1561,1145,611.19,844.35
2025-05-16,1646,2152,1819,1556,1155,613.12,845.63
2025-05-17,1665,2127,1803,1557,1161,612.51,843.03
2025-05-18,1673,2126,1829,1565,1160,613.94,841.87
2025-05-19,1665,2121,1837,1556,1149,611.71,842.76
2025-05-20,1685,2112,1838,1549,1159,613.68,847.47
2025-05-21,1691,2137,1844,1534,1169,612.46,842.53
2025-05-22,1686,2148,1837,1543,1162,616.02,846.63
2025-05-23,1702,2135,1829,1540,1170,612.64,847.47
2025-05-24,1722,2108,1850,1545,1159,612.43,844.45
2025-05-25,1737,2131,1851,1539,1162,612.79,849.11
2025-05-26,1751,2106,1850,1550,1155,610.75,846.23
2025-05-27,1746,2110,1831,1537,1153,613,843.58
2025-05-28,1758,2136,1812,1540,1164,614.81,842.63
2025-05-29,1778,2124,1826,1542,1162,614.99,838.67
2025-05-30,1779,2107,1827,1554,1168,617.04,843.49
2025-05-31,1780,2086,1813,1565,1174,614.32,840.42
2025-06-01,1886,2200,1939,1659,1253,617.95,837.65
2025-06-02,1907,2207,1921,1661,1251,618.15,837.58
2025-06-03,1910,2186,1948,1671,1239,614.98,836.59
2025-06-04,1929,2217,1970,1654,1246,613.99,838.99
2025-06-05,1932,2238,1974,1644,1244,611.57,841.76
2025-06-06,1951,2220,1977,1661,1245,612.95,841.7
2025-06-07,1972,2238,1953,1658,1245,614.38,843.83
2025-06-08,1956,2267,1963,1642,1252,610.4,844.69
2025-06-09,1967,2247,1973,1658,1248,609.9,848.23
2025-06-10,1953,2278,1992,1658,1247,612.78,843.96
2025-06-11,1953,2294,2008,1653,1250,614.52,848.32
2025-06-12,1966,2307,2027,1654,1252,616.03,848.92
2025-06-13,1961,2337,2019,1665,1253,615.14,845.87
2025-06-14,1972,2345,2019,1653,1242,615.34,849.18
2025-06-15,1976,2372,2027,1648,1239,614.81,844.84
2025-06-16,1994,2401,2004,1643,1236,616.88,840.16
2025-06-17,1978,2430,1980,1628,1230,617.44,843.15
2025-06-18,1981,2409,1994,1628,1232,619.39,839.97
2025-06-19,1960,2418,2004,1630,1229,620.98,836.87
2025-06-20,1937,2386,2008,1638,1229,617.38,832.97
2025-06-21,1917,2359,2014,1630,1231,619.03,829.34
2025-06-22,1905,2377,1994,1619,1239,621.96,832.36
2025-06-23,1922,2356,2003,1608,1228,618.95,829.87
2025-06-24,1930,2372,2003,1603,1230,618.05,832.68
2025-06-25,1910,2340,2024,1600,1232,621.05,828.09
2025-06-26,1906,2330,2038,1618,1238,620.19,825.74
2025-06-27,1928,2316,2014,1604,1239,622.01,821.49
2025-06-28,1916,2307,2016,1597,1228,623.31,821.25
2025-06-29,1934,2277,2031,1585,1229,621.91,818.43
2025-06-30,1915,2275,2011,1589,1225,624.23,817.43
2025-07-01,1918,2269,1990,1588,1231,626.59,813.14
2025-07-02,1930,2305,1973,1594,1241,627.46,816.05
2025-07-03,1937,2298,1964,1581,1245,624.89,818.97
2025-07-04,1923,2311,1960,1573,1242,623.25,820.87
2025-07-05,1934,2345,1961,1578,1247,623.84,819.99
2025-07-06,1951,2326,1971,1563,1251,624.64,818.18
2025-07-07,1927,2349,1976,1568,1244,621.8,819.16
2025-07-08,1921,2357,1979,1572,1232,622.47,814.41
2025-07-09,1939,2390,1958,1582,1242,625.68,811.47
2025-07-10,1952,2359,1973,1577,1243,624.68,810.53
2025-07-11,1973,2355,1951,1577,1242,627.84,809.92
2025-07-12,1952,2324,1951,1581,1234,624.27,805.49
2025-07-13,1929,2331,1955,1589,1231,624.04,804.87
2025-07-14,1949,2330,1934,1603,1236,620.72,804.65
2025-07-15,1934,2350,1942,1608,1245,619.1,806.67
2025-07-16,1940,2327,1943,1622,1255,620.94,811.59
2025-07-17,1926,2295,1939,1618,1265,622.95,807.06
2025-07-18,1918,2274,1958,1634,1254,620.14,808.51
2025-07-19,1930,2254,1959,1648,1261,621.51,805.75
2025-07-20,1915,2279,1973,1662,1271,617.78,806.39
2025-07-21,1916,2295,1980,1663,1269,615.96,811
2025-07-22,1912,2275,1970,1671,1278,619.2,812.31
2025-07-23,1912,2243,1948,1684,1269,616.22,816.43
2025-07-24,1905,2247,1951,1690,1268,613.58,815.5
2025-07-25,1900,2269,1972,1691,1270,613.39,819.36
2025-07-26,1914,2243,1971,1691,1265,611.59,817.43
2025-07-27,1925,2277,1969,1684,1258,608.21,819.08
2025-07-28,1923,2290,1971,1677,1254,608.64,820.57
2025-07-29,1911,2275,1996,1683,1257,605.2,818.32
2025-07-30,1927,2294,1977,1680,1254,608.66,814.73
2025-07-31,1932,2263,1966,1682,1263,605.41,812.95
2025-08-01,1945,2254,1966,1680,1257,602.15,812.09
2025-08-02,1963,2274,1994,1686,1245,599.43,813.18
2025-08-03,1940,2307,1973,1685,1234,596.47,808.8
2025-08-04,1951,2288,1963,1676,1225,595.96,807.75
2025-08-05,1935,2303,1952,1687,1217,592.99,805.55
2025-08-06,1926,2294,1959,1675,1224,592.98,804.08
2025-08-07,1927,2328,1956,1690,1234,589.99,802.85
2025-08-08,1906,2361,1947,1697,1238,593.12,804.47
2025-08-09,1907,2391,1964,1710,1233,595.74,806.84
2025-08-10,1921,2385,1986,1699,1236,594.49,803.23
2025-08-11,1911,2368,1973,1682,1243,595.9,802.08
2025-08-12,1903,2393,1990,1669,1245,594.67,802.26
2025-08-13,1880,2399,1969,1680,1251,597.41,803.76
2025-08-14,1877,2425,1985,1695,1254,594.93,800.29
2025-08-15,1890,2418,1991,1687,1252,593.4,799.12
2025-08-16,1871,2429,2013,1694,1260,595.31,800.67
2025-08-17,1877,2463,1999,1681,1263,594.63,801.96
2025-08-18,1858,2486,2006,1689,1258,592.86,803.22
2025-08-19,1839,2479,2000,1683,1253,590.36,802.48
2025-08-20,1855,2459,1979,1691,1246,589.73,798.37
2025-08-21,1875,2477,1956,1678,1246,591.09,803.54
2025-08-22,1888,2508,1947,1671,1255,594,806.13
2025-08-23,1902,2494,1959,1659,1254,594.18,808.07
2025-08-24,1912,2500,1949,1657,1260,592.35,805.99
2025-08-25,1913,2496,1961,1657,1260,595.7,809.82
2025-08-26,1909,2521,1946,1669,1260,591.79,813.57
2025-08-27,1899,2500,1925,1653,1265,594.08,809.48
2025-08-28,1905,2497,1938,1663,1256,595.33,809.26
2025-08-29,1919,2522,1919,1677,1251,597.16,811.02
2025-08-30,1905,2489,1932,1672,1245,598.6,813.49
2025-08-31,1892,2485,1941,1665,1235,599.24,814.54
2025-09-01,1881,2462,1964,1662,1241,602.77,811.57
2025-09-02,1889,2432,1971,1658,1250,604.07,811.42
2025-09-03,1876,2444,1990,1659,1255,604.07,810.33
2025-09-04,1889,2458,1988,1671,1255,604.18,805.99
2025-09-05,1874,2488,2000,1657,1254,601.6,803.41
2025-09-06,1880,2492,2022,1659,1249,600.09,804.58
2025-09-07,1874,2517,2013,1675,1253,603.81,809.29
2025-09-08,1874,2506,2025,1658,1254,600.85,811.85
2025-09-09,1871,2480,2008,1669,1253,599.13,813.87
2025-09-10,1881,2470,2033,1680,1258,599.48,813.36
2025-09-11,1865,2504,2041,1692,1262,599.54,809.54
2025-09-12,1856,2517,2026,1708,1268,599.16,809.11
2025-09-13,1858,2487,2026,1703,1270,595.67,806.28
2025-09-14,1877,2466,2051,1719,1276,595.51,805.12
2025-09-15,1860,2485,2027,1710,1278,597.03,809.13
2025-09-16,1879,2475,2005,1700,1283,596.08,813.97
2025-09-17,1894,2499,2006,1711,1276,592.17,811.49
2025-09-18,1876,2487,1983,1706,1273,589.59,814.86
2025-09-19,1893,2476,1960,1720,1271,588,811.03
2025-09-20,1901,2479,1938,1717,1267,589.05,808.69
2025-09-21,1893,2487,1944,1703,1258,591.06,806.17
2025-09-22,1897,2500,1945,1712,1268,587.18,810.48
2025-09-23,1875,2491,1962,1724,1276,590.44,807.93
2025-09-24,1887,2477,1965,1739,1270,590.13,811.23
2025-09-25,1906,2445,1957,1732,1274,588.83,814.66
2025-09-26,1922,2458,1934,1730,1280,588.02,811.45
2025-09-27,1932,2459,1949,1715,1278,591.5,814.75
2025-09-28,1948,2458,1947,1713,1288,592.44,819.23
2025-09-29,1944,2426,1943,1698,1285,589.1,814.72
2025-09-30,1955,2438,1955,1688,1280,587.41,819.3
2025-10-01,1680,2139,1692,1477,1113,585.89,821.86
2025-10-02,1675,2120,1694,1471,1113,584.38,823.43
2025-10-03,1683,2102,1694,1474,1115,580.55,819.08
2025-10-04,1696,2122,1696,1487,1116,579.81,820.14
2025-10-05,1713,2148,1685,1479,1119,576.42,817.63
2025-10-06,1695,2175,1672,1491,1110,580.04,818.62
2025-10-07,1711,2198,1687,1486,1110,582.75,814.45
2025-10-08,1726,2189,1701,1492,1109,586.57,814.41
2025-10-09,1733,2176,1708,1506,1106,589.59,815.64
2025-10-10,1732,2201,1732,1500,1113,592.54,812.54
2025-10-11,1742,2188,1755,1507,1116,590.01,814.91
2025-10-12,1722,2164,1759,1502,1114,591.1,812.99
2025-10-13,1729,2142,1739,1501,1109,592.05,816.19
2025-10-14,1730,2143,1754,1514,1103,595.37,817.01
2025-10-15,1744,2118,1744,1510,1104,598.86,812.6
2025-10-16,1732,2105,1741,1496,1102,598.84,814.44
2025-10-17,1741,2077,1765,1484,1106,601.83,810.74
2025-10-18,1739,2070,1787,1490,1109,601.88,814.19
2025-10-19,1755,2042,1795,1486,1104,604.02,811.16
2025-10-20,1741,2070,1789,1480,1112,602.41,809.19
2025-10-21,1724,2099,1781,1494,1109,599.79,813.28
2025-10-22,1741,2090,1772,1494,1110,601.18,813.3
2025-10-23,1723,2108,1784,1480,1101,597.4,816.22
2025-10-24,1705,2136,1785,1492,1103,596.7,815.9
2025-10-25,1724,2117,1809,1490,1096,600.48,815.13
2025-10-26,1727,2103,1796,1478,1086,597.36,816.22
2025-10-27,1714,2099,1801,1473,1086,598,819.81
2025-10-28,1714,2125,1823,1481,1079,595.83,817.2
2025-10-29,1710,2096,1841,1481,1083,594.66,820.77
2025-10-30,1726,2109,1842,1490,1082,595.85,817.69
2025-10-31,1726,2100,1851,1495,1072,599.48,821.65
2025-11-01,1718,2084,1831,1482,1063,600.01,817.26
2025-11-02,1714,2060,1841,1495,1058,599.89,816.4
2025-11-03,1694,2040,1835,1507,1052,603.24,814.6
2025-11-04,1677,2045,1830,1506,1054,599.97,818.91
2025-11-05,1685,2040,1826,1502,1057,600.91,819.57
2025-11-06,1693,2032,1810,1501,1065,602.38,823.68
2025-11-07,1691,2004,1792,1492,1056,605.51,828.44
2025-11-08,1705,1998,1785,1481,1055,602.46,825.95
2025-11-09,1700,1970,1781,1483,1057,604.17,828.35
2025-11-10,1693,1968,1787,1482,1047,600.22,829.72
2025-11-11,1678,1990,1807,1482,1050,603.64,828.01
2025-11-12,1664,1991,1796,1491,1047,600.04,828.24
2025-11-13,1651,1986,1803,1484,1043,603.81,830.01
2025-11-14,1661,1988,1825,1485,1047,600.76,826.01
2025-11-15,1645,2007,1843,1471,1045,597.35,825.01
2025-11-16,1641,1985,1831,1475,1052,596.59,824.73
2025-11-17,1622,1994,1816,1481,1049,597.07,821.84
2025-11-18,1633,2012,1839,1474,1058,599.43,823.16
2025-11-19,1644,2032,1820,1465,1067,598.73,824.61
2025-11-20,1632,2027,1834,1464,1059,600.33,820.85
2025-11-21,1651,2022,1838,1458,1069,598.7,820.21
2025-11-22,1639,2046,1824,1472,1067,601.5,822.84
2025-11-23,1637,2023,1823,1480,1059,599.22,827.62
2025-11-24,1637,2046,1842,1472,1053,597.63,825.19
2025-11-25,1644,2045,1826,1473,1043,599.87,823.53
2025-11-26,1644,2065,1848,1479,1050,599.91,824.86
2025-11-27,1657,2060,1853,1474,1049,597.19,820.33
2025-11-28,1642,2041,1871,1476,1044,599.42,820.28
2025-11-29,1655,2032,1890,1470,1043,597.02,821.12
2025-11-30,1658,2033,1877,1457,1044,593.33,825.07
2025-12-01,1664,2056,1880,1457,1045,591.48,821.87
2025-12-02,1674,2051,1892,1453,1048,594.49,823.35
2025-12-03,1670,2046,1878,1464,1046,595.62,824.79
2025-12-04,1651,2063,1866,1461,1041,593.91,820.31
2025-12-05,1640,2093,1850,1447,1038,594.9,816.68
2025-12-06,1635,2099,1854,1451,1038,597.23,821.27
2025-12-07,1643,2100,1871,1464,1036,593.29,826.4
2025-12-08,1648,2083,1889,1466,1036,592.52,829.3
2025-12-09,1643,2112,1873,1461,1040,592.87,830.15
2025-12-10,1623,2116,1893,1467,1046,589.67,828.71
2025-12-11,1609,2092,1875,1461,1042,589.4,826.39
2025-12-12,1604,2108,1868,1458,1041,589.26,830.09
2025-12-13,1605,2102,1863,1452,1036,588.14,829.16
2025-12-14,1605,2090,1844,1450,1043,589.39,825.84
2025-12-15,1606,2098,1835,1451,1043,587.91,821.29
2025-12-16,1624,2112,1837,1453,1052,587.27,822.48
2025-12-17,1643,2092,1822,1443,1044,589.39,825.09
2025-12-18,1653,2089,1812,1442,1035,591.24,820.83
2025-12-19,1669,2111,1797,1451,1039,590.1,824.53
2025-12-20,1676,2106,1800,1453,1045,587.87,827.55
2025-12-21,1688,2105,1798,1459,1044,584.42,826.33
2025-12-22,1696,2135,1790,1463,1045,584.37,828.5
2025-12-23,1689,2121,1801,1453,1050,587.65,829.21
2025-12-24,1693,2121,1784,1468,1044,584.05,825.56
2025-12-25,1698,2148,1771,1482,1050,586.87,826.64
2025-12-26,1707,2125,1767,1484,1043,588.51,821.99
2025-12-27,1695,2109,1786,1492,1034,590.07,825.78
2025-12-28,1677,2133,1788,1502,1039,590.38,823.09
2025-12-29,1680,2138,1811,1492,1042,590.84,828.16
2025-12-30,1669,2123,1800,1502,1032,594.8,830.62
2025-12-31,1684,2124,1781,1514,1038,596.98,834.61
2026-01-01,1666,2132,1760,1528,1036,594.1,839.18
2026-01-02,1670,2129,1760,1516,1028,591.41,843.74
2026-01-03,1676,2121,1766,1520,1020,593.79,846.26
2026-01-04,1681,2120,1785,1526,1013,594.15,842.67
2026-01-05,1663,2125,1771,1511,1008,594.08,842.11
2026-01-06,1659,2123,1779,1513,1017,593.91,841.82
2026-01-07,1654,2096,1794,1508,1017,594.77,840.83
2026-01-08,1672,2115,1788,1494,1009,595.61,836.2
2026-01-09,1680,2135,1809,1483,1006,598.86,833.46
2026-01-10,1686,2150,1824,1471,1006,601.7,832.74
2026-01-11,1679,2149,1831,1484,1004,598.75,831.09
2026-01-12,1684,2173,1843,1486,1002,602.11,831.36
2026-01-13,1699,2151,1831,1494,1009,598.38,832.25
2026-01-14,1704,2131,1828,1496,1002,595.8,836.56
2026-01-15,1700,2123,1838,1511,1005,597.17,834.91
2026-01-16,1705,2135,1850,1516,1005,597.08,834.02
2026-01-17,1710,2147,1850,1530,1012,597.38,829.77
2026-01-18,1700,2132,1850,1514,1003,595.17,825.05
2026-01-19,1681,2114,1839,1501,1012,594.04,821.9
2026-01-20,1699,2109,1838,1488,1015,593.56,817.93
2026-01-21,1687,2127,1845,1485,1022,590.11,817.36
2026-01-22,1673,2137,1850,1492,1021,588.34,813.18
2026-01-23,1677,2128,1842,1495,1027,591.94,811.18
2026-01-24,1675,2108,1841,1505,1021,592.27,809.12
2026-01-25,1659,2085,1846,1519,1013,589.43,814.31
2026-01-26,1674,2058,1866,1511,1013,592.91,811.35
2026-01-27,1688,2047,1882,1515,1004,594.27,814.73
2026-01-28,1667,2065,1878,1500,1012,596.01,818.81
2026-01-29,1676,2051,1874,1485,1021,598.39,822.02
2026-01-30,1662,2028,1874,1472,1029,601.95,819.31
2026-01-31,1647,2044,1886,1479,1020,602.39,819.97
2026-02-01,1637,2050,1869,1484,1013,598.9,815.41
2026-02-02,1624,2065,1885,1491,1008,601.56,818.03
2026-02-03,1622,2063,1894,1492,1000,604.44,815.66
2026-02-04,1625,2079,1914,1478,993,605.44,813.86
2026-02-05,1639,2055,1898,1471,990,604.18,810.74
2026-02-06,1627,2057,1891,1477,985,601.41,806.21
2026-02-07,1646,2084,1879,1470,995,598.72,804
2026-02-08,1653,2092,1876,1473,991,595.68,807.73
2026-02-09,1643,2117,1884,1460,1001,595.73,803.66
2026-02-10,1653,2131,1863,1467,1005,596.59,799.97
2026-02-11,1663,2151,1873,1454,998,597.82,802.16
2026-02-12,1656,2121,1860,1463,994,596.37,806.6
2026-02-13,1655,2099,1875,1455,989,595.21,805.7
2026-02-14,1651,2091,1855,1457,989,596.08,803.66
2026-02-15,1670,2066,1872,1447,982,593.29,802.96
2026-02-16,1658,2076,1874,1434,989,594.32,801.63
2026-02-17,1661,2072,1891,1441,980,594.67,802.95
2026-02-18,1645,2095,1895,1456,981,598.03,807.91
2026-02-19,1650,2094,1905,1454,982,600.73,803.76
2026-02-20,1659,2122,1914,1459,984,596.77,806.36
2026-02-21,1646,2145,1914,1445,993,593.44,808.32
2026-02-22,1626,2126,1897,1432,992,596.45,807.36
2026-02-23,1636,2116,1901,1441,989,599.93,810.78
2026-02-24,1648,2108,1887,1443,982,597.19,813.12
2026-02-25,1631,2080,1909,1433,989,600.57,813.83
2026-02-26,1627,2090,1929,1434,991,602.43,814.95
2026-02-27,1637,2063,1918,1429,982,602.15,813.42
2026-02-28,1617,2065,1902,1419,989,598.42,812.53
2026-03-01,1636,2048,1898,1430,983,594.56,811.17
2026-03-02,1654,2067,1905,1426,973,591.13,814.26
2026-03-03,1648,2073,1899,1427,975,590.8,809.83
2026-03-04,1642,2095,1907,1434,968,590.32,814.36
2026-03-05,1652,2122,1909,1422,960,589.68,815.75
2026-03-06,1643,2128,1894,1419,966,586.14,815.62
2026-03-07,1656,2151,1894,1431,958,586.05,818.02
2026-03-08,1672,2155,1907,1436,963,587.65,815.98
2026-03-09,1689,2182,1902,1437,969,585.29,815.14
2026-03-10,1698,2203,1889,1442,977,584.09,811.67
2026-03-11,1680,2216,1881,1436,982,586.15,810.2
2026-03-12,1666,2212,1882,1450,979,584.73,808.84
2026-03-13,1672,2189,1895,1455,980,583.67,805.37
